Date Reported As Of,PID,Project Name,Description,Category,Borough,Managing Agency,Client Agency,Current Phase,Design Start,Budget Forecast,,Latest Budget Changes,,Total Budget Changes,Forecast Completion,Latest Schedule Changes,Total Schedule Changes,
05/01/19 00:00,851,FUEL TANK REPLACEMENT,"The scope of work consists of providing all necessary construction management, design, and  r.onstruction services required to perform ail phases of the project: Surveying, tank testing,  investigation, design, construction, and construction management for the closure, removal, upgrade,  or replacement of petroieum product storage tanks at various City owned sites. This work must  comply with all local, state, nnd federal laws nnd regulations governing tanks and associated work.    The general scope of work for tank replacement includes:    File NYSDEC PBS application; mobilization; securing all required NYC agency approvals & permits;  site survey; geophysical survey; drilling for laboratory soil and groundwater samples; crane & rigging;  saw cutting; demo & disposal of old tanks, piping, and concrete vaults; dewateringï¿_ of excavation; tank  bottom sludge removal & disposal; remove/transfer/dispose product; laboratory analysis of soil and  groundwater; excavate, remove, dispose incidental contaminated soil; install shoring, new tanks and  tanï¿_k sumps, piping, monitoring and leak detection system, overfill protection and alarms, electrical  wiring; construction of concrete slabs and block piers; backfill excavation; resurfacing; demobilization;  performance of a closeout investigation and the preparation and filing of appropriate reports;  obtaining FDNY and DOB closeout documents; preparing """"As-built"""" drawings.",Industrial Development,,DDC,DCAS,Construction,10/30/2017,31493000,,0,,0,10/14/2021,0,0,
09/01/19 00:00,851,FUEL TANK REPLACEMENT,"The scope of work consists of providing all necessary construction management, design, and  r.onstruction services required to perform ail phases of the project: Surveying, tank testing,  investigation, design, construction, and construction management for the closure, removal, upgrade,  or replacement of petroieum product storage tanks at various City owned sites. This work must  comply with all local, state, nnd federal laws nnd regulations governing tanks and associated work.    The general scope of work for tank replacement includes:    File NYSDEC PBS application; mobilization; securing all required NYC agency approvals & permits;  site survey; geophysical survey; drilling for laboratory soil and groundwater samples; crane & rigging;  saw cutting; demo & disposal of old tanks, piping, and concrete vaults; dewateringÂ· of excavation; tank  bottom sludge removal & disposal; remove/transfer/dispose product; laboratory analysis of soil and  groundwater; excavate, remove, dispose incidental contaminated soil; install shoring, new tanks and  tanÂ·k sumps, piping, monitoring and leak detection system, overfill protection and alarms, electrical  wiring; construction of concrete slabs and block piers; backfill excavation; resurfacing; demobilization;  performance of a closeout investigation and the preparation and filing of appropriate reports;  obtaining FDNY and DOB closeout documents; preparing ""As-built"" drawings.",Industrial Development,,DDC,DCAS,Construction,10/30/2017,31493000,,0,,0,10/14/2021,0,0,
08/01/18 00:00,855,TRENCH RESTORATION BROOKLYN,Trench Restoration including full reconstruction,Industrial Development,,DDC,DOT,Design,06/05/18,26893000,,,,-1445000,09/09/22,,339,
01/01/19 00:00,855,TRENCH RESTORATION BROOKLYN,Trench Restoration including full reconstruction,Industrial Development,,DDC,DOT,Design,06/05/18,27038000,,145000,,-1445000,09/09/22,0,339,
05/01/19 00:00,855,TRENCH RESTORATION BROOKLYN,Trench Restoration in The Borough Of Brooklyn including Full Street Reconstruction,Industrial Development,,DDC,DOT,Design,06/05/18,27038000,,0,,-1445000,08/13/2022,-27,339,
09/01/19 00:00,855,TRENCH RESTORATION BROOKLYN,Trench Restoration in The Borough Of Brooklyn including Full Street Reconstruction,Industrial Development,,DDC,DOT,Design,06/05/18,25448000,,-1590000,,-1445000,08/14/2023,366,339,
08/01/18 00:00,856,VCBC Fire Life Safety Phase II,Upgrading the fire protection systems at Vernon C. Bain Center.,Public Safety and Criminal Justice,,DOC,DOC,Design,08/23/2018,31737000,,,,797000,10/28/2023,,-296,
01/01/19 00:00,856,VCBC Fire Life Safety Phase II,Upgrading the fire protection systems at Vernon C. Bain Center.,Public Safety and Criminal Justice,,DOC,DOC,Construction Procurement,08/23/2018,32637000,,900000,,797000,03/31/2022,-576,-296,
05/01/19 00:00,856,VCBC Fire Life Safety Phase II,Upgrading the fire protection systems at Vernon C. Bain Center.,Public Safety and Criminal Justice,,DOC,DOC,Construction Procurement,08/23/2018,32534000,,-103000,,797000,03/31/2022,0,-296,
09/01/19 00:00,856,VCBC Fire Life Safety Phase II,Upgrading the fire protection systems at Vernon C. Bain Center.,Public Safety and Criminal Justice,,DOC,DOC,Design,08/23/2018,32534000,,0,,797000,01/05/23,280,-296,
01/01/19 00:00,858,Orchard Beach Pavilion,"The restoration of the existing landmarked Orchard Beach Pavilion (located in Bronx, NY) which includes the construction of an ADA ramp at the main entrance of the Pavilion to improve accessibility to the beach passageway.",Parks,,EDC,DPR,Design,11/30/2018,60000000,,7976256,,7976256,08/01/22,0,0,
05/01/19 00:00,858,Orchard Beach Pavilion,"The restoration of the existing landmarked Orchard Beach Pavilion (located in Bronx, NY) which includes the construction of an ADA ramp at the main entrance of the Pavilion to improve accessibility to the beach passageway.",Parks,,EDC,DPR,Design,11/30/2018,60000000,,0,,7976256,08/01/22,0,0,
09/01/19 00:00,858,Orchard Beach Pavilion,"The restoration of the existing landmarked Orchard Beach Pavilion (located in Bronx, NY) which includes the construction of an ADA ramp at the main entrance of the Pavilion to improve accessibility to the beach passageway.",Parks,,EDC,DPR,Design,11/30/2018,60000000,,0,,7976256,08/01/22,0,0,
08/01/18 00:00,859,Manhattan Greenway: East Midtown,The East Midtown Waterfront Greenway project involves the creation of a waterfront esplanade between East 53rd and East 59th Streets.,Parks,,EDC,EDC,Design,10/01/17,130000000,,,,0,08/31/2022,,91,
01/01/19 00:00,859,Manhattan Greenway: East Midtown,The East Midtown Waterfront Greenway project involves the creation of a waterfront esplanade between East 53rd and East 59th Streets.,Parks,,EDC,EDC,Design,10/01/17,130000000,,0,,0,10/31/2022,61,91,
05/01/19 00:00,859,Manhattan Greenway: East Midtown,The East Midtown Waterfront Greenway project involves the creation of a waterfront esplanade between East 53rd and East 59th Streets.,Parks,,EDC,EDC,Construction Procurement,10/01/17,130000000,,0,,0,11/01/22,1,91,
09/01/19 00:00,859,Manhattan Greenway: East Midtown,The East Midtown Waterfront Greenway project involves the creation of a waterfront esplanade between East 53rd and East 59th Streets.,Parks,,EDC,EDC,Construction,10/01/17,130000000,,0,,0,11/30/2022,29,91,
05/01/19 00:00,860,Manhattan Greenway: Harlem River,"The Manhattan Greenway Harlem River project, between West 125th Street and Swindler Cove, involves the creation of a park, greenway, and the reconstruction of the bulkhead.",Parks,,EDC,DPR,Design,06/15/2019,227658000,,0,,0,04/15/2024,0,0,
09/01/19 00:00,860,Manhattan Greenway: Harlem River,"The Manhattan Greenway Harlem River project, between West 125th Street and Swindler Cove, involves the creation of a park, greenway, and the reconstruction of the bulkhead.",Parks,,EDC,DPR,Design,06/15/2019,227658000,,0,,0,04/15/2024,0,0,
08/01/18 00:00,861,West 33rd Street,Regrading and reconstruction of 33rd Street Viaduct between 11th and 12th Avenue..,Streets and Roadways,,EDC,DOT,Design,09/01/18,100000000,,,,0,02/28/2022,,275,
01/01/19 00:00,861,West 33rd Street,Regrading and reconstruction of 33rd Street Viaduct between 11th and 12th Avenue..,Streets and Roadways,,EDC,DOT,Design,09/01/18,100000000,,0,,0,02/28/2022,0,275,
05/01/19 00:00,861,West 33rd Street,Regrading and reconstruction of 33rd Street Viaduct between 11th and 12th Avenue..,Streets and Roadways,,EDC,DOT,Design,09/01/18,100000000,,0,,0,02/28/2022,0,275,
09/01/19 00:00,861,West 33rd Street,Regrading and reconstruction of 33rd Street Viaduct between 11th and 12th Avenue..,Streets and Roadways,,EDC,DOT,Design,09/01/18,100000000,,0,,0,11/30/2022,275,275,
09/01/19 00:00,862,79th St Boat Basin,Reconstruction of bulkhead and piers at 79th St Boat Basin on behalf of NYCDPR .,Parks,,EDC,DPR,Design,06/13/2019,89219175,,-1131247,,-1131246.67,08/30/2023,112,112,
08/01/18 00:00,863,Network Infrastructure Refresh Program,"This project has a two-fold basis: 1) The ongoing Network Refresh which is needed to replace aging, end-of-life, end-of-support equipment across the NYC H+H. 2) Networking capacity needed to support the Electronic Medical Records system.","Health and Hospitals, IT",,HHC,H+H,IT,,0,,,,160090000,,,,
01/01/19 00:00,863,Network Infrastructure Refresh Program,"This project has a two-fold basis: 1) The ongoing Network Refresh which is needed to replace aging, end-of-life, end-of-support equipment across the NYC H+H. 2) Networking capacity needed to support the Electronic Medical Records system.","Health and Hospitals, IT",,HHC,H+H,IT,,0,,0,,160090000,,,,
05/01/19 00:00,863,Network Infrastructure Refresh Program,"This project has a two-fold basis: 1) The ongoing Network Refresh which is needed to replace aging, end-of-life, end-of-support equipment across the NYC H+H. 2) Networking capacity needed to support the Electronic Medical Records system.","Health and Hospitals, IT",,HHC,H+H,IT,,160090000,,160090000,,160090000,,,,
09/01/19 00:00,863,Network Infrastructure Refresh Program,"This project has a two-fold basis: 1) The ongoing Network Refresh which is needed to replace aging, end-of-life, end-of-support equipment across the NYC H+H. 2) Networking capacity needed to support the Electronic Medical Records system.","Health and Hospitals, IT",,HHC,H+H,IT,,160090000,,0,,160090000,12/31/2023,,,
08/01/18 00:00,864,Bronx Public School 97 Addition,Design and construction of an addition to an existing school.,Schools,,SCA,DOE,Construction,07/31/2017,62723669,,,,3185749,09/03/21,,0,
01/01/19 00:00,864,Bronx Public School 97 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,07/31/2017,65207531,,2483862,,3185749,09/03/21,0,0,
05/01/19 00:00,864,Bronx Public School 97 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,07/31/2017,65529772,,322241,,3185749,09/03/21,0,0,
09/01/19 00:00,864,Bronx Public School 97 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,07/31/2017,65909418,,379646,,3185749,09/03/21,0,0,
08/01/18 00:00,865,Queens Francis Lewis HS Annex,Design and construction of a new school,Schools,,SCA,DOE,Construction,09/15/2017,60729610,,,,-7538848,09/03/21,,0,
01/01/19 00:00,865,Queens Francis Lewis HS Annex,Design and construction of a new school,Schools,,SCA,DOE,Construction,09/15/2017,50990877,,-9738733,,-7538848,09/03/21,0,0,
05/01/19 00:00,865,Queens Francis Lewis HS Annex,Design and construction of a new school,Schools,,SCA,DOE,Construction,09/15/2017,52376721,,1385844,,-7538848,09/03/21,0,0,
09/01/19 00:00,865,Queens Francis Lewis HS Annex,Design and construction of a new school,Schools,,SCA,DOE,Construction,09/15/2017,53190762,,814041,,-7538848,09/03/21,0,0,
08/01/18 00:00,866,Brooklyn Public School 97 Addition,Design and construction of an addition to an existing school.,Schools,,SCA,DOE,Construction,08/01/17,53706866,,,,3423226,09/03/21,,0,
01/01/19 00:00,866,Brooklyn Public School 97 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,08/01/17,55548359,,1841493,,3423226,09/03/21,0,0,
05/01/19 00:00,866,Brooklyn Public School 97 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,08/01/17,56689945,,1141586,,3423226,09/03/21,0,0,
09/01/19 00:00,866,Brooklyn Public School 97 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,08/01/17,57130092,,440147,,3423226,09/03/21,0,0,
08/01/18 00:00,867,Queens Public School 131 Addition,Design and construction of an addition to an existing school.,Schools,,SCA,DOE,Construction,09/11/17,50919987,,,,2809069,09/03/21,,0,
01/01/19 00:00,867,Queens Public School 131 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,09/11/17,53026130,,2106143,,2809069,09/03/21,0,0,
05/01/19 00:00,867,Queens Public School 131 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,09/11/17,53261409,,235279,,2809069,09/03/21,0,0,
09/01/19 00:00,867,Queens Public School 131 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,09/11/17,53729056,,467647,,2809069,09/03/21,0,0,
08/01/18 00:00,868,Queens Public School 256 Annex,Design and construction of a new school,Schools,,SCA,DOE,Construction,03/14/2017,42455444,,,,-3769531,09/03/20,,0,
01/01/19 00:00,868,Queens Public School 256 Annex,Design and construction of a new school,Schools,,SCA,DOE,Construction,03/14/2017,37888500,,-4566944,,-3769531,09/03/20,0,0,
05/01/19 00:00,868,Queens Public School 256 Annex,Design and construction of a new school,Schools,,SCA,DOE,Construction,03/14/2017,38409008,,520508,,-3769531,09/03/20,0,0,
09/01/19 00:00,868,Queens Public School 256 Annex,Design and construction of a new school,Schools,,SCA,DOE,Construction,03/14/2017,38685913,,276905,,-3769531,09/03/20,0,0,
08/01/18 00:00,869,Brooklyn East NY Family Academy New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,10/12/17,94903480,,,,-11124757,09/03/21,,0,
01/01/19 00:00,869,Brooklyn East NY Family Academy New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,10/12/17,81245231,,-13658249,,-11124757,09/03/21,0,0,
05/01/19 00:00,869,Brooklyn East NY Family Academy New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,10/12/17,83586925,,2341694,,-11124757,09/03/21,0,0,
09/01/19 00:00,869,Brooklyn East NY Family Academy New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,10/12/17,83778723,,191798,,-11124757,09/03/21,0,0,
09/01/19 00:00,870,"Beach Channel Drive Reconstruction, Phase B",,Streets and Roadways,,DOT,,,,,,,,,,,,
01/01/19 00:00,873,Staten Island 70 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction Procurement,12/08/17,93044166,,,,-6257071,09/03/22,,0,
05/01/19 00:00,873,Staten Island 70 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,12/08/17,86249347,,-6794819,,-6257071,09/03/22,0,0,
09/01/19 00:00,873,Staten Island 70 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,12/08/17,86787095,,537748,,-6257071,09/03/22,0,0,
05/01/19 00:00,874,Staten Island 86 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction Procurement,03/29/2018,127307824,,,,-39515623,09/03/21,,0,
09/01/19 00:00,874,Staten Island 86 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,03/29/2018,87792201,,-39515623,,-39515623,09/03/21,0,0,
01/01/19 00:00,875,Brooklyn Public School 671 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction Procurement,02/01/18,74979459,,,,-4959034,09/03/21,,0,
05/01/19 00:00,875,Brooklyn Public School 671 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction Procurement,02/01/18,56097793,,-18881666,,-4959034,09/14/2021,11,0,
09/01/19 00:00,875,Brooklyn Public School 671 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,02/01/18,70020425,,13922632,,-4959034,09/03/21,-11,0,
01/01/19 00:00,876,Brooklyn Public School 730 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction Procurement,01/26/2018,59869576,,,,-5507433,09/03/21,,0,
05/01/19 00:00,876,Brooklyn Public School 730 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,01/26/2018,50524662,,-9344914,,-5507433,09/03/21,0,0,
09/01/19 00:00,876,Brooklyn Public School 730 New Construction,Design and construction of a new school,Schools,,SCA,DOE,Construction,01/26/2018,54362143,,3837481,,-5507433,09/03/21,0,0,
01/01/19 00:00,878,Brooklyn Public School 254 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction Procurement,02/02/18,61232395,,,,-10394970,09/03/21,,0,
05/01/19 00:00,878,Brooklyn Public School 254 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,02/02/18,47946829,,-13285566,,-10394970,09/03/21,0,0,
09/01/19 00:00,878,Brooklyn Public School 254 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction,02/02/18,50837425,,2890596,,-10394970,09/03/21,0,0,
01/01/19 00:00,879,Bronx Public School 448 Addition,Design and construction of a new school,Schools,,SCA,DOE,Construction Procurement,02/23/2018,66044738,,,,-13295072,09/03/21,,0,
